SUIT_1,RANK_1,SUIT_2,RANK_2,SUIT_3,RANK_3,SUIT_4,RANK_4,SUIT_5,RANK_5,Figura
treboles,5,treboles,2,diamantes,10,treboles,J,diamantes,J,pareja
diamantes,7,picas,3,treboles,3,treboles,10,picas,Q,pareja
diamantes,4,diamantes,7,corazones,7,picas,4,diamantes,5,doble_pareja
treboles,7,picas,2,diamantes,3,treboles,K,treboles,2,pareja
picas,4,picas,K,diamantes,8,picas,9,corazones,9,pareja
treboles,8,corazones,9,picas,8,corazones,8,treboles,3,trio
treboles,3,diamantes,1,diamantes,10,corazones,2,treboles,4,no_hay_figura
picas,7,corazones,4,picas,3,diamantes,8,corazones,1,no_hay_figura
treboles,7,corazones,K,diamantes,3,corazones,9,treboles,1,no_hay_figura
treboles,9,diamantes,7,picas,K,diamantes,1,picas,Q,no_hay_figura
treboles,4,picas,7,treboles,1,treboles,3,diamantes,9,no_hay_figura
picas,8,treboles,2,diamantes,K,picas,K,treboles,J,pareja
diamantes,Q,picas,J,diamantes,9,treboles,8,diamantes,7,no_hay_figura
corazones,J,corazones,7,treboles,9,corazones,5,picas,10,no_hay_figura
treboles,1,picas,9,picas,2,diamantes,J,diamantes,9,pareja
diamantes,4,picas,Q,diamantes,1,diamantes,7,corazones,7,pareja
picas,3,corazones,K,diamantes,9,diamantes,8,picas,8,pareja
treboles,1,diamantes,6,picas,8,picas,2,corazones,6,pareja
treboles,5,corazones,8,diamantes,Q,corazones,Q,corazones,K,pareja
treboles,J,diamantes,2,treboles,10,picas,Q,corazones,7,no_hay_figura
treboles,4,corazones,7,picas,K,picas,Q,diamantes,2,no_hay_figura
picas,8,diamantes,Q,treboles,J,treboles,1,picas,9,no_hay_figura
diamantes,7,treboles,Q,treboles,2,picas,K,corazones,5,no_hay_figura
diamantes,5,picas,5,picas,2,diamantes,K,treboles,4,pareja
corazones,J,picas,Q,picas,10,treboles,9,diamantes,K,escalera
diamantes,K,corazones,3,corazones,7,diamantes,9,picas,7,pareja
corazones,1,picas,2,treboles,6,diamantes,J,treboles,Q,no_hay_figura
picas,5,corazones,Q,picas,3,corazones,7,corazones,9,no_hay_figura
treboles,9,diamantes,4,corazones,3,picas,7,corazones,Q,no_hay_figura
treboles,J,corazones,Q,picas,7,diamantes,4,diamantes,1,no_hay_figura
treboles,2,picas,J,diamantes,4,treboles,K,diamantes,K,pareja
treboles,1,diamantes,1,treboles,3,diamantes,4,diamantes,8,pareja
treboles,4,corazones,5,diamantes,3,corazones,J,treboles,K,no_hay_figura
diamantes,5,picas,5,treboles,Q,diamantes,2,picas,Q,doble_pareja
corazones,8,treboles,10,diamantes,J,picas,4,picas,3,no_hay_figura
treboles,6,treboles,3,corazones,5,corazones,J,diamantes,8,no_hay_figura
treboles,6,corazones,J,picas,5,diamantes,5,corazones,10,pareja
diamantes,2,picas,5,corazones,6,picas,10,picas,3,no_hay_figura
treboles,10,diamantes,1,diamantes,J,corazones,2,treboles,K,no_hay_figura
corazones,J,diamantes,10,picas,9,diamantes,2,corazones,6,no_hay_figura
corazones,10,diamantes,3,diamantes,4,corazones,8,treboles,J,no_hay_figura
treboles,J,picas,4,treboles,2,diamantes,4,corazones,6,pareja
diamantes,9,picas,4,diamantes,J,treboles,4,treboles,9,doble_pareja
corazones,4,treboles,9,picas,2,corazones,Q,diamantes,6,no_hay_figura
treboles,9,diamantes,8,diamantes,6,picas,6,treboles,J,pareja
picas,Q,picas,1,diamantes,J,picas,2,diamantes,5,no_hay_figura
diamantes,1,picas,5,diamantes,7,corazones,4,diamantes,10,no_hay_figura
picas,7,diamantes,2,corazones,7,diamantes,7,corazones,2,full
diamantes,5,picas,8,diamantes,4,corazones,5,picas,J,pareja
picas,8,corazones,J,picas,Q,diamantes,5,diamantes,9,no_hay_figura
picas,Q,picas,9,picas,2,corazones,3,picas,6,no_hay_figura
picas,9,picas,K,corazones,5,diamantes,8,treboles,8,pareja
corazones,1,picas,J,diamantes,4,diamantes,8,corazones,8,pareja
picas,3,diamantes,5,corazones,2,picas,6,treboles,10,no_hay_figura
picas,9,picas,1,corazones,8,treboles,9,diamantes,10,pareja
treboles,1,diamantes,5,diamantes,Q,picas,2,diamantes,10,no_hay_figura
corazones,7,corazones,J,diamantes,K,diamantes,3,diamantes,5,no_hay_figura
diamantes,10,corazones,J,corazones,7,corazones,2,picas,J,pareja
corazones,4,corazones,J,treboles,6,treboles,10,picas,10,pareja
treboles,8,diamantes,K,treboles,4,treboles,Q,corazones,1,no_hay_figura
diamantes,2,diamantes,6,treboles,1,picas,9,treboles,8,no_hay_figura
treboles,5,diamantes,1,diamantes,3,picas,6,corazones,10,no_hay_figura
diamantes,7,treboles,8,picas,J,treboles,5,treboles,7,pareja
corazones,J,diamantes,3,picas,7,corazones,Q,corazones,4,no_hay_figura
treboles,7,treboles,1,corazones,5,corazones,2,diamantes,3,no_hay_figura
picas,5,corazones,K,treboles,J,diamantes,2,picas,J,pareja
corazones,10,corazones,4,corazones,3,picas,3,picas,1,pareja
corazones,K,diamantes,Q,treboles,K,diamantes,4,diamantes,2,pareja
treboles,3,treboles,6,treboles,5,corazones,3,diamantes,3,trio
treboles,Q,diamantes,6,diamantes,10,treboles,3,treboles,2,no_hay_figura
corazones,10,corazones,1,corazones,3,diamantes,2,corazones,2,pareja
treboles,K,treboles,6,corazones,K,diamantes,2,picas,K,trio
corazones,6,picas,6,treboles,Q,picas,8,treboles,8,doble_pareja
treboles,1,corazones,10,diamantes,9,picas,2,picas,7,no_hay_figura
corazones,J,diamantes,3,picas,9,picas,10,picas,5,no_hay_figura
diamantes,6,treboles,8,treboles,5,diamantes,7,treboles,3,no_hay_figura
diamantes,K,diamantes,8,corazones,K,treboles,3,corazones,3,doble_pareja
picas,9,diamantes,10,picas,3,diamantes,8,treboles,1,no_hay_figura
picas,9,treboles,J,diamantes,5,picas,5,corazones,K,pareja
corazones,2,corazones,7,picas,2,treboles,1,treboles,5,pareja
picas,2,picas,4,diamantes,Q,picas,Q,corazones,6,pareja
corazones,1,picas,J,picas,6,diamantes,2,diamantes,7,no_hay_figura
diamantes,8,corazones,10,diamantes,2,treboles,9,corazones,5,no_hay_figura
picas,K,diamantes,2,corazones,J,treboles,Q,corazones,5,no_hay_figura
corazones,3,corazones,1,treboles,6,picas,2,corazones,Q,no_hay_figura
diamantes,Q,corazones,5,diamantes,K,corazones,J,diamantes,9,no_hay_figura
picas,4,diamantes,10,picas,K,diamantes,6,treboles,7,no_hay_figura
treboles,7,diamantes,9,diamantes,7,treboles,6,corazones,4,pareja
treboles,K,corazones,7,treboles,J,corazones,J,diamantes,4,pareja
corazones,2,treboles,6,picas,4,treboles,8,treboles,1,no_hay_figura
diamantes,2,treboles,9,corazones,6,corazones,8,picas,K,no_hay_figura
treboles,J,picas,3,picas,6,diamantes,J,corazones,6,doble_pareja
treboles,K,corazones,9,picas,7,picas,J,corazones,7,pareja
diamantes,1,treboles,Q,corazones,4,corazones,7,picas,3,no_hay_figura
diamantes,3,diamantes,6,diamantes,9,diamantes,7,picas,9,pareja
diamantes,J,corazones,4,picas,7,diamantes,1,diamantes,9,no_hay_figura
picas,K,treboles,8,corazones,2,corazones,J,diamantes,4,no_hay_figura
diamantes,9,treboles,5,corazones,3,corazones,J,corazones,6,no_hay_figura
picas,1,corazones,1,picas,6,treboles,1,diamantes,7,trio
diamantes,9,picas,3,corazones,4,picas,1,diamantes,8,no_hay_figura
treboles,Q,corazones,Q,picas,Q,diamantes,K,picas,4,trio
treboles,10,treboles,Q,diamantes,9,diamantes,4,picas,8,no_hay_figura
picas,3,picas,K,picas,2,picas,J,treboles,Q,no_hay_figura
corazones,3,picas,3,corazones,K,corazones,6,corazones,4,pareja
picas,6,picas,5,corazones,K,corazones,6,diamantes,10,pareja
corazones,K,treboles,6,treboles,2,picas,2,diamantes,2,trio
corazones,J,treboles,J,corazones,5,picas,1,diamantes,9,pareja
treboles,K,diamantes,Q,diamantes,9,picas,6,picas,3,no_hay_figura
corazones,5,diamantes,5,picas,2,picas,1,treboles,3,pareja
corazones,4,treboles,4,diamantes,Q,corazones,3,corazones,10,pareja
corazones,5,picas,9,corazones,6,picas,3,treboles,7,no_hay_figura
diamantes,2,corazones,8,treboles,6,picas,4,diamantes,Q,no_hay_figura
picas,1,corazones,5,treboles,5,picas,9,treboles,4,pareja
diamantes,K,corazones,9,picas,8,treboles,1,corazones,1,pareja
corazones,9,corazones,8,picas,10,treboles,10,diamantes,10,trio
corazones,2,picas,10,diamantes,J,diamantes,6,diamantes,8,no_hay_figura
diamantes,6,treboles,J,treboles,6,treboles,5,picas,10,pareja
treboles,10,diamantes,K,diamantes,2,picas,10,treboles,K,doble_pareja
picas,6,diamantes,Q,picas,3,diamantes,3,corazones,9,pareja
diamantes,10,treboles,5,diamantes,K,diamantes,2,picas,K,pareja
treboles,7,picas,3,diamantes,5,diamantes,8,picas,10,no_hay_figura
treboles,10,corazones,9,corazones,4,diamantes,4,corazones,2,pareja
diamantes,9,picas,7,corazones,K,diamantes,K,corazones,2,pareja
corazones,10,diamantes,6,diamantes,Q,diamantes,5,treboles,3,no_hay_figura
diamantes,3,corazones,J,picas,4,diamantes,2,picas,8,no_hay_figura
diamantes,8,corazones,4,treboles,K,corazones,3,treboles,Q,no_hay_figura
picas,10,treboles,10,corazones,5,picas,4,treboles,5,doble_pareja
diamantes,Q,treboles,Q,treboles,J,corazones,4,picas,K,pareja
diamantes,10,picas,6,treboles,4,treboles,8,treboles,1,no_hay_figura
treboles,3,picas,9,diamantes,Q,picas,5,diamantes,9,pareja
picas,7,diamantes,6,picas,1,corazones,J,picas,5,no_hay_figura
picas,10,diamantes,9,diamantes,K,diamantes,6,corazones,3,no_hay_figura
picas,10,picas,5,picas,K,diamantes,3,diamantes,9,no_hay_figura
corazones,K,diamantes,10,diamantes,6,picas,K,treboles,6,doble_pareja
corazones,3,picas,9,picas,Q,picas,6,diamantes,9,pareja
treboles,4,diamantes,4,corazones,4,picas,1,corazones,1,full
treboles,8,treboles,10,picas,5,diamantes,Q,corazones,5,pareja
treboles,6,diamantes,3,treboles,K,diamantes,10,diamantes,7,no_hay_figura
treboles,Q,corazones,10,corazones,K,corazones,4,diamantes,6,no_hay_figura
diamantes,6,picas,J,diamantes,7,treboles,4,corazones,2,no_hay_figura
diamantes,6,diamantes,Q,picas,4,picas,K,diamantes,J,no_hay_figura
corazones,J,corazones,9,treboles,J,diamantes,K,picas,10,pareja
picas,10,diamantes,Q,diamantes,10,picas,2,picas,4,pareja
picas,5,corazones,7,corazones,9,treboles,Q,treboles,4,no_hay_figura
treboles,10,picas,1,treboles,2,treboles,7,diamantes,8,no_hay_figura
diamantes,7,treboles,J,treboles,Q,diamantes,Q,diamantes,J,doble_pareja
treboles,5,diamantes,3,picas,4,treboles,10,diamantes,Q,no_hay_figura
diamantes,3,treboles,8,corazones,6,treboles,Q,picas,K,no_hay_figura
corazones,J,corazones,7,treboles,10,treboles,Q,diamantes,1,no_hay_figura
picas,4,treboles,4,treboles,10,treboles,K,diamantes,2,pareja
diamantes,2,diamantes,1,treboles,Q,treboles,K,picas,K,pareja
picas,3,diamantes,7,picas,5,picas,6,diamantes,8,no_hay_figura
corazones,8,picas,9,diamantes,6,treboles,J,diamantes,9,pareja
diamantes,K,diamantes,8,corazones,8,treboles,10,treboles,1,pareja
treboles,3,picas,3,picas,8,corazones,5,diamantes,K,pareja
treboles,Q,corazones,1,corazones,3,picas,J,picas,K,no_hay_figura
diamantes,3,picas,6,diamantes,K,treboles,3,diamantes,5,pareja
picas,4,treboles,7,diamantes,Q,diamantes,7,treboles,10,pareja
picas,Q,diamantes,7,treboles,6,picas,J,corazones,9,no_hay_figura
picas,7,corazones,7,picas,5,diamantes,4,diamantes,K,pareja
diamantes,2,diamantes,3,picas,8,picas,7,diamantes,4,no_hay_figura
diamantes,6,corazones,10,diamantes,10,diamantes,4,picas,3,pareja
picas,7,corazones,6,treboles,K,picas,2,diamantes,8,no_hay_figura
diamantes,1,picas,Q,picas,8,corazones,8,treboles,10,pareja
corazones,5,treboles,4,diamantes,J,corazones,1,picas,2,no_hay_figura
corazones,7,corazones,K,treboles,8,diamantes,3,treboles,1,no_hay_figura
picas,K,treboles,7,diamantes,10,diamantes,6,picas,2,no_hay_figura
corazones,7,treboles,J,treboles,10,diamantes,2,picas,3,no_hay_figura
diamantes,K,diamantes,3,treboles,K,corazones,3,diamantes,1,doble_pareja
treboles,3,diamantes,4,treboles,K,diamantes,J,diamantes,2,no_hay_figura
picas,7,treboles,J,diamantes,5,treboles,4,diamantes,3,no_hay_figura
treboles,4,treboles,7,treboles,Q,diamantes,9,corazones,10,no_hay_figura
picas,Q,picas,J,treboles,4,diamantes,3,picas,K,no_hay_figura
diamantes,Q,picas,3,corazones,7,picas,6,treboles,Q,pareja
picas,8,corazones,8,picas,6,diamantes,6,corazones,K,doble_pareja
picas,1,picas,5,corazones,7,corazones,8,picas,10,no_hay_figura
treboles,1,diamantes,1,diamantes,7,picas,6,diamantes,8,pareja
picas,7,diamantes,10,picas,10,diamantes,8,corazones,3,pareja
treboles,1,treboles,10,picas,3,diamantes,5,corazones,7,no_hay_figura
corazones,9,corazones,Q,picas,5,treboles,1,picas,6,no_hay_figura
picas,4,picas,K,picas,8,diamantes,3,picas,3,pareja
corazones,Q,treboles,5,diamantes,3,picas,K,picas,2,no_hay_figura
corazones,10,diamantes,7,picas,4,treboles,9,picas,1,no_hay_figura
treboles,4,picas,7,corazones,7,diamantes,Q,treboles,J,pareja
diamantes,9,picas,K,corazones,10,diamantes,7,corazones,K,pareja
picas,J,treboles,5,diamantes,1,picas,9,diamantes,10,no_hay_figura
diamantes,2,diamantes,J,diamantes,K,picas,J,corazones,10,pareja
picas,4,corazones,3,corazones,J,diamantes,3,corazones,8,pareja
treboles,2,corazones,4,diamantes,9,picas,5,picas,4,pareja
diamantes,1,corazones,9,diamantes,10,treboles,6,diamantes,6,pareja
picas,6,diamantes,6,treboles,10,corazones,7,picas,K,pareja
picas,Q,diamantes,8,treboles,J,picas,6,treboles,3,no_hay_figura
treboles,4,diamantes,8,diamantes,2,diamantes,10,corazones,9,no_hay_figura
diamantes,9,picas,K,treboles,6,diamantes,K,corazones,8,pareja
corazones,7,picas,J,corazones,1,corazones,4,diamantes,3,no_hay_figura
diamantes,1,diamantes,7,corazones,2,picas,2,corazones,8,pareja
corazones,3,diamantes,Q,picas,1,corazones,2,treboles,4,no_hay_figura
treboles,Q,diamantes,Q,corazones,4,corazones,3,diamantes,J,pareja
picas,J,diamantes,8,corazones,2,picas,1,treboles,J,pareja
diamantes,1,treboles,7,picas,9,corazones,J,diamantes,K,no_hay_figura
corazones,7,picas,9,treboles,10,diamantes,K,corazones,4,no_hay_figura
treboles,7,picas,10,picas,J,corazones,J,picas,3,pareja
picas,K,picas,8,picas,1,treboles,4,diamantes,6,no_hay_figura
picas,2,picas,8,picas,9,diamantes,10,diamantes,6,no_hay_figura
diamantes,9,picas,J,treboles,4,corazones,4,diamantes,Q,pareja
diamantes,9,picas,1,picas,3,treboles,K,diamantes,7,no_hay_figura
corazones,10,diamantes,2,treboles,Q,treboles,10,diamantes,5,pareja
corazones,1,treboles,4,corazones,8,diamantes,1,picas,9,pareja
corazones,J,treboles,7,corazones,5,picas,1,treboles,8,no_hay_figura
treboles,7,corazones,5,treboles,2,treboles,5,corazones,J,pareja
treboles,4,picas,6,corazones,2,diamantes,5,corazones,K,no_hay_figura
corazones,K,corazones,8,diamantes,K,corazones,10,treboles,2,pareja
corazones,K,picas,9,picas,6,diamantes,2,treboles,4,no_hay_figura
treboles,6,treboles,7,picas,4,diamantes,9,picas,3,no_hay_figura
treboles,9,corazones,J,corazones,10,picas,7,treboles,5,no_hay_figura
corazones,9,treboles,K,diamantes,5,treboles,5,corazones,8,pareja
picas,7,diamantes,3,picas,J,picas,3,picas,Q,pareja
corazones,Q,treboles,1,picas,Q,treboles,4,picas,7,pareja
diamantes,1,diamantes,7,picas,9,picas,J,corazones,6,no_hay_figura
corazones,7,corazones,Q,treboles,J,diamantes,4,picas,2,no_hay_figura
diamantes,7,corazones,3,diamantes,4,treboles,9,treboles,4,pareja
corazones,6,diamantes,2,treboles,Q,treboles,J,treboles,9,no_hay_figura
picas,2,diamantes,8,treboles,10,diamantes,5,corazones,K,no_hay_figura
treboles,10,picas,2,diamantes,1,picas,K,treboles,4,no_hay_figura
treboles,Q,picas,7,corazones,3,picas,8,diamantes,K,no_hay_figura
treboles,6,picas,K,treboles,1,diamantes,K,diamantes,7,pareja
diamantes,1,treboles,10,diamantes,7,picas,9,picas,2,no_hay_figura
picas,J,picas,1,diamantes,3,picas,Q,corazones,Q,pareja
diamantes,2,picas,K,diamantes,K,picas,J,picas,1,pareja
diamantes,6,picas,K,diamantes,7,treboles,8,picas,8,pareja
corazones,3,corazones,7,treboles,J,picas,10,treboles,7,pareja
treboles,6,diamantes,7,picas,J,corazones,9,picas,4,no_hay_figura
treboles,8,corazones,3,diamantes,K,treboles,10,diamantes,10,pareja
picas,4,corazones,10,treboles,J,diamantes,K,treboles,7,no_hay_figura
diamantes,K,corazones,6,picas,7,treboles,2,picas,5,no_hay_figura
picas,8,treboles,7,treboles,Q,diamantes,5,diamantes,7,pareja
diamantes,10,picas,8,corazones,3,picas,10,treboles,7,pareja
treboles,2,corazones,9,corazones,6,corazones,5,treboles,J,no_hay_figura
picas,2,diamantes,3,diamantes,1,diamantes,9,treboles,2,pareja
picas,1,treboles,8,corazones,9,diamantes,Q,diamantes,7,no_hay_figura
treboles,1,corazones,6,corazones,2,picas,10,treboles,J,no_hay_figura
diamantes,6,diamantes,3,corazones,9,diamantes,7,picas,4,no_hay_figura
diamantes,8,diamantes,10,corazones,6,picas,10,picas,K,pareja
treboles,J,picas,4,picas,2,corazones,K,diamantes,10,no_hay_figura
treboles,4,diamantes,9,diamantes,K,corazones,9,diamantes,3,pareja
picas,6,treboles,4,picas,2,diamantes,1,treboles,Q,no_hay_figura
corazones,5,corazones,10,corazones,3,treboles,9,picas,K,no_hay_figura
treboles,Q,picas,4,treboles,9,picas,1,picas,10,no_hay_figura
treboles,K,corazones,2,corazones,8,treboles,4,corazones,7,no_hay_figura
diamantes,5,picas,1,treboles,5,treboles,1,corazones,Q,doble_pareja
picas,7,treboles,5,treboles,J,corazones,8,diamantes,4,no_hay_figura
picas,K,diamantes,Q,diamantes,J,picas,2,treboles,5,no_hay_figura
diamantes,Q,picas,7,corazones,Q,treboles,8,treboles,9,pareja
treboles,8,corazones,4,treboles,5,corazones,5,corazones,3,pareja
treboles,3,corazones,1,picas,J,corazones,5,treboles,10,no_hay_figura
treboles,6,treboles,J,diamantes,7,diamantes,8,picas,4,no_hay_figura
treboles,5,treboles,1,picas,J,corazones,5,corazones,10,pareja
diamantes,3,picas,Q,corazones,2,corazones,6,diamantes,K,no_hay_figura
picas,J,corazones,4,picas,6,treboles,Q,picas,9,no_hay_figura
picas,1,picas,J,diamantes,4,diamantes,K,corazones,6,no_hay_figura
corazones,Q,diamantes,K,corazones,6,diamantes,4,corazones,8,no_hay_figura
treboles,K,corazones,8,picas,8,diamantes,9,picas,K,doble_pareja
treboles,9,treboles,4,corazones,3,picas,K,corazones,4,pareja
corazones,1,diamantes,K,corazones,10,corazones,2,diamantes,10,pareja
corazones,8,picas,Q,corazones,K,treboles,8,corazones,6,pareja
corazones,2,picas,Q,diamantes,8,picas,1,corazones,7,no_hay_figura
picas,3,picas,1,corazones,9,corazones,6,corazones,1,pareja
corazones,10,picas,Q,picas,J,corazones,9,diamantes,4,no_hay_figura
picas,5,diamantes,10,corazones,6,picas,K,diamantes,6,pareja
diamantes,10,corazones,8,corazones,K,corazones,7,diamantes,4,no_hay_figura
treboles,Q,picas,Q,diamantes,Q,corazones,1,corazones,3,trio
treboles,3,picas,9,treboles,9,corazones,8,diamantes,5,pareja
corazones,K,treboles,5,picas,K,picas,7,diamantes,4,pareja
corazones,2,picas,5,picas,10,picas,9,treboles,6,no_hay_figura
diamantes,10,treboles,1,picas,K,picas,Q,picas,3,no_hay_figura
picas,Q,picas,6,picas,10,picas,1,diamantes,3,no_hay_figura
picas,8,corazones,Q,treboles,Q,corazones,9,picas,Q,trio
treboles,1,corazones,3,corazones,J,diamantes,4,treboles,9,no_hay_figura
diamantes,7,picas,3,picas,5,picas,Q,picas,10,no_hay_figura
corazones,1,diamantes,6,diamantes,10,diamantes,J,corazones,9,no_hay_figura
treboles,Q,picas,8,diamantes,7,treboles,7,picas,3,pareja
corazones,1,diamantes,J,picas,Q,diamantes,5,corazones,5,pareja
treboles,6,treboles,1,treboles,5,treboles,3,treboles,8,color
diamantes,7,corazones,Q,corazones,4,diamantes,2,diamantes,Q,pareja
corazones,K,picas,1,corazones,Q,picas,6,treboles,J,no_hay_figura
picas,5,treboles,J,corazones,4,corazones,Q,picas,8,no_hay_figura
picas,J,picas,1,diamantes,7,corazones,5,picas,2,no_hay_figura
diamantes,Q,treboles,J,treboles,1,diamantes,4,corazones,1,pareja
treboles,7,treboles,2,picas,9,treboles,J,treboles,4,no_hay_figura
treboles,K,corazones,7,diamantes,7,corazones,9,picas,10,pareja
picas,8,treboles,1,corazones,2,diamantes,2,corazones,9,pareja
diamantes,K,picas,7,corazones,3,corazones,Q,corazones,9,no_hay_figura
corazones,8,corazones,K,corazones,4,treboles,10,picas,2,no_hay_figura
picas,J,diamantes,6,corazones,Q,corazones,4,picas,Q,pareja
diamantes,Q,diamantes,4,diamantes,7,picas,K,picas,Q,pareja
corazones,10,corazones,2,treboles,7,picas,7,picas,4,pareja
diamantes,K,corazones,2,diamantes,2,diamantes,3,picas,4,pareja
corazones,2,corazones,7,picas,10,picas,6,diamantes,3,no_hay_figura
corazones,7,picas,1,picas,10,treboles,8,picas,K,no_hay_figura
corazones,4,picas,10,picas,Q,diamantes,J,picas,K,no_hay_figura
diamantes,8,picas,10,picas,2,treboles,1,picas,Q,no_hay_figura
diamantes,8,picas,7,picas,6,corazones,2,picas,Q,no_hay_figura
treboles,5,treboles,4,treboles,10,corazones,7,corazones,10,pareja
corazones,3,treboles,4,picas,8,picas,1,treboles,9,no_hay_figura
picas,10,corazones,6,diamantes,7,corazones,K,picas,6,pareja
diamantes,10,diamantes,J,treboles,J,treboles,Q,corazones,2,pareja
diamantes,9,diamantes,Q,picas,J,picas,9,treboles,2,pareja
treboles,4,picas,7,treboles,Q,corazones,5,diamantes,7,pareja
treboles,5,treboles,9,picas,K,diamantes,7,treboles,K,pareja
picas,K,diamantes,K,corazones,3,diamantes,3,diamantes,1,doble_pareja
diamantes,J,diamantes,K,diamantes,Q,corazones,4,picas,Q,pareja
diamantes,Q,corazones,1,treboles,7,diamantes,10,corazones,4,no_hay_figura
diamantes,4,corazones,J,treboles,4,treboles,7,treboles,J,doble_pareja
treboles,7,treboles,J,diamantes,10,picas,3,diamantes,1,no_hay_figura
